body,entityname,userid,username,createdAt,entityName,address,city,country,state
🍗,Swathi RingView,EqqFCv1Cd8h9lvYOkARhuZVm8zw1,AEGIS SHIVAKUMAR,2018-05-18 14:27:51.238+00,Swathi RingView,Balachandra Layout, 2 Stage, Nagarbhavi, Bengaluru,Bengaluru,India,Karnataka
🍗,LA ESTANCIA ARGENTINA (Health District),794492160751553,Wyndham Batchelor,2018-05-15 19:57:18.378+00,LA ESTANCIA ARGENTINA (Health District),1050 Northwest 14th Street #202, Miami,Miami,United States,Florida
💳,Westfield Old Orchard,1787374657962185,Hanna Pawlowska,2018-03-22 06:58:31.832+00,Westfield Old Orchard,4905 Old Orchard Center, Skokie,Skokie,United States,Illinois
😠,San Mateo,105856798281199967470,Sujay Khandekar,2018-12-18 15:30:50.849+00,San Mateo,San Mateo,San Mateo,United States,California
🍚,DESTIHL Restaurant & Brew Works,xkUdubkt3Cgfn7peWTWTEejSvmm1,Hang Yuan,2018-11-23 18:42:12.803+00,DESTIHL Restaurant & Brew Works,301 North Neil Street, Champaign,Champaign,United States,Illinois
💥,The ART Theater Co-op,100162404055730,Opico Alpaca,2017-10-23 18:27:36.057+00,The ART Theater Co-op,126 West Church Street, Champaign,Champaign,United States,Illinois
😡,Cracker Barrel Old Country Store,944504469042061,Eddie Federmeyer,2018-04-08 01:16:22.116+00,Cracker Barrel Old Country Store,50 Ken Hayes Dr, Bourbonnais,Bourbonnais,United States,IL
🤤,The Club Room,1361942793868970,Konstantinos Koiliaris,2017-12-23 17:23:35.612+00,The Club Room,14 George Street, Edinburgh,Edinburgh,United Kingdom,Scotland
🍚,Lao sze chuan,10212886863311893,Sujay Khandekar,2017-10-28 03:00:18.922+00,Lao sze chuan,608 East University Avenue ste. 105, Champaign,Champaign,United States,Illinois
🐥,Grainger Engineering Library Information Center,375345242927683,Lingzhu Gu,2018-01-19 01:49:14.6+00,Grainger Engineering Library Information Center,1301 West Springfield Avenue, Urbana,Urbana,United States,Illinois
🍹,The Coldroom,105856798281199967470,Sujay Khandekar,2018-04-23 02:55:06.699+00,The Coldroom,Rue Saint Vincent, Montréal,Montréal,Canada,Québec
🌺,The Grass Skirt,10156074801518874,Stephanie Raelene Herrera,2018-09-18 05:33:24.733+00,The Grass Skirt,910 Grand Avenue, San Diego,San Diego,United States,California
🍷,No Name Chinese,794492160751553,Wyndham Batchelor,2017-08-31 19:23:21.505+00,No Name Chinese,7400 Southwest 57th Court, South Miami,South Miami,United States,Florida
👦,The Himalayan Chimney,1519806824731644,Nishant Maniam,2017-12-09 22:17:19.987+00,The Himalayan Chimney,134 West Church Street, Champaign,Champaign,United States,Illinois
😍,P.F. Chang's,106173579224565293482,Kala Shivaramaiah,2018-11-14 02:42:45.512+00,P.F. Chang's,900 Stanford Shopping Center bldg w, Palo Alto,Palo Alto,United States,California
😁,Helsinki,ZFCY95SgTnNC9OiLfaPv2KSIhgB2,Matti Nelimarkka,2018-10-25 11:45:25.47+00,Helsinki,Helsinki,Helsingfors,Finland,
🍸,Cowan's Public,10154994715430770,Ilias Antonopoulos,2017-12-24 05:13:19.475+00,Cowan's Public,229 Centre Street, Nutley,Nutley,United States,New Jersey
🍣,Sushi Fumi,904147553087729,Charis Ryu,2018-11-19 04:14:21.744+00,Sushi Fumi,359 North La Cienega Boulevard, Los Angeles,West Hollywood,United States,California
🍔,Crane Alley,100162404055730,Opico Alpaca,2017-10-19 17:24:28.31+00,Crane Alley,115 West Main Street, Urbana,Urbana,United States,Illinois
🍱,Gangnam Newcore Outlet,904147553087729,Charis Ryu,2018-05-18 09:57:40.976+00,Gangnam Newcore Outlet,Seocho-gu, Jamwon-ro, 51,Seoul,South Korea,
🤤,Mendocino Farms,10156074801518874,Stephanie Raelene Herrera,2018-04-29 02:43:56.277+00,Mendocino Farms,8795 Villa La Jolla Drive, La Jolla,San Diego,United States,California
🤦,311 E White Apartments,10212391291791338,Jinda Han,2018-12-18 11:14:37.608+00,311 E White Apartments,311 East White Street, Champaign,Champaign,United States,Illinois
🤧,Digital Computer Laboratory,oCO1XnwTPub9pAXnMwOpAwQq65m1,Aayushi Gupta,2019-09-06 17:26:21.168+00,Digital Computer Laboratory,1304 West Springfield Avenue, Urbana,Urbana,United States,Illinois
😴,BBCM,1898612533778623,Lindsay Huang,2018-10-26 03:57:15.551+00,BBCM,835 West Jefferson Boulevard #1730, Los Angeles,Los Angeles,United States,California
🐝,Saratoga Quarry Park,10203191900074104,Sunil Khandekar,2017-09-10 20:13:58.554+00,Saratoga Quarry Park,22000 Congress Springs Road, Saratoga,Saratoga,United States,California
🛸,Vienna University Of Economics And Business,10155200088205955,Ranjitha Kumar,2018-06-04 13:26:37.445+00,Vienna University Of Economics And Business,Welthandelsplatz 1 1, Wien,WienAustria,Wien
🌶,LandLubber's Raw Bar & Grill,878293195646842,Joe Higgs,2017-12-29 07:07:16.318+00,LandLubber's Raw Bar & Grill,1851 North Pine Island Road, Plantation,Plantation,United States,Florida
🥡,Hunan West,108032751776815363988,Jerry Talton,2017-12-25 18:11:33.471+00,Hunan West,8938 Burke Lake Road, Springfield,Springfield,United States,Virginia
👟,Cloverleaf Family Bowl,oCO1XnwTPub9pAXnMwOpAwQq65m1,Aayushi Gupta,2019-05-27 08:19:38.897+00,Cloverleaf Family Bowl,40645 Fremont Boulevard #3, Fremont,Fremont,United States,California
👀,McDonald's,1275734265860230,Lupita Salas,2018-03-10 14:04:33.65+00,McDonald's,1705 South Philo Road, Urbana,Urbana,United States,Illinois
😍,NYKS Bistro-Pub,G6IHtNJtkUUnbSwBWSfsUZbCLmA2,Michael Nebeling,2018-04-23 04:47:44.995+00,NYKS Bistro-Pub,1250 Rue de Bleury, Montréal,Montréal,Canada,Québec
🍲,Jip Bap,10212886863311893,Sujay Khandekar,2017-08-31 04:56:40.962+00,Jip Bap,601 South 6th Street Suite 101, Champaign,Champaign,United States,Illinois
😋,Pastis,10155200088205955,Ranjitha Kumar,2018-12-20 22:41:30.145+00,Pastis,447 California Avenue, Palo Alto,Palo Alto,United States,California
🏬,STORY,10155200088205955,Ranjitha Kumar,2018-05-25 15:11:52.2+00,STORY,144 10th Ave, New York,New YorkUnited States,New York
🔶,Apple Valley Fair,106173579224565293482,Kala Shivaramaiah,2018-10-08 05:05:05.261+00,Apple Valley Fair,2855 Stevens Creek Boulevard, Santa Clara,Santa Clara,United States,California
🔥,Star BBQ,2053211201557946,Keye Zhang,2018-03-12 01:03:54.994+00,Star BBQ,1209 Savoy Plaza Lane, Savoy,Savoy,United States,Illinois
🌿,Monsanto, Thomasboro Research Station,904147553087729,Charis Ryu,2018-06-14 01:29:58.763+00,Monsanto, Thomasboro Research Station,2139 County Rd 2500 N, Thomasboro,Thomasboro,United States,Illinois
🍶,Harada Sake Brewery,imKur6dQMxYb8x5zU0gyJcoLIkw1,Jeffrey Bigham,2019-01-25 08:10:53.77+00,Harada Sake Brewery,10 Kamisannomachi, Takayama,Takayama,Japan,Gifu Prefecture
🛬,Jabalpur Airport,yfQw5nZ5WtbGjXSR4TuXjykfmal1,Ankit Kumar,2018-07-21 07:27:14.16+00,Jabalpur Airport,Airport Road, Dumna,Dumna,India,Madhya Pradesh
👍,Sushi Sogo Japanese Restaurant,794492160751553,Wyndham Batchelor,2017-09-12 03:03:24.053+00,Sushi Sogo Japanese Restaurant,10000 Stirling Road #8, Hollywood,Hollywood,United States,Florida
🐠,Foodland Lahaina,10210528750468531,Jewel Pi,2018-05-27 05:20:01.403+00,Foodland Lahaina,878 Front St, Lahaina,Lahaina,United States,Hawaii
🍧,Blockheads Shavery,10155351902975735,Ruta Lele,2018-07-28 21:37:45.666+00,Blockheads Shavery,11311 Mississippi Ave, Los Angeles,Los Angeles,United States,California
🥑,Common Ground,106173579224565293482,Kala Shivaramaiah,2018-04-04 23:21:36.443+00,Common Ground,300 South Broadway Avenue #166, Urbana,Urbana,United States,Illinois
💻,Illini Union,100162404055730,Opico Alpaca,2017-10-23 18:59:04.814+00,Illini Union,1401 West Green Street, Urbana,Urbana,United States,Illinois
🍩,Blue Star Donuts,106173579224565293482,Kala Shivaramaiah,2018-08-01 16:50:08.946+00,Blue Star Donuts,1142 Abbot Kinney Blvd, Venice,Los Angeles,United States,California
🐙,Mariscos 8 Tostadas Estadio,904147553087729,Charis Ryu,2019-03-18 03:39:36.763+00,Mariscos 8 Tostadas Estadio,Río Guayaquil 413, Lázaro Cárdenas, Puerto Vallarta,Puerto Vallarta,Mexico,Jalisco
👍,MOMOTA Ramen House,904147553087729,Charis Ryu,2018-11-19 04:12:09.974+00,MOMOTA Ramen House,4003 Wilshire Boulevard I, Los Angeles,Los Angeles,United States,California
🛑,Kankakee,106173579224565293482,Kala Shivaramaiah,2019-02-24 19:20:09.927+00,Kankakee,Kankakee,Kankakee,United States,Illinois
🍜,Saap Ver Thai Cuisine,1111655028939865,Arnav Mishra,2018-05-30 05:06:03.485+00,Saap Ver Thai Cuisine,88 Division Street, San Francisco,San Francisco,United States,California
🌮,Saratoga Quarry Park,10210328739483687,Vivek Vaidya,2018-03-23 16:33:31.014+00,Saratoga Quarry Park,22000 Congress Springs Road, Saratoga,Saratoga,United States,California
👠,New York Vintage Inc,10156074801518874,Stephanie Raelene Herrera,2018-10-01 00:16:54.045+00,New York Vintage Inc,117 West 25th Street, New York,New YorkUnited States,New York
🍳,Tir na nOg Irish Bar & Grill,10156045110167189,Amber Hu,2017-11-12 18:10:36.312+00,Tir na nOg Irish Bar & Grill,1600 Arch Street, Philadelphia,Philadelphia,United States,Pennsylvania
🤔,The Centre Pompidou,1726108570780522,Shivali Patel,2018-03-18 23:35:33.357+00,The Centre Pompidou,Place Georges-Pompidou, Paris,Paris,France,Île-de-France
🎧,BrewLab Coffee,1478645585578810,Ethan Liou,2018-04-07 19:51:20.234+00,BrewLab Coffee,630 South 5th Street, Champaign,Champaign,United States,Illinois
🃏,Rincon Center,105856798281199967470,Sujay Khandekar,2018-11-14 05:52:42.288+00,Rincon Center,121 Spear Street, San Francisco,San Francisco,United States,California
🎨,The Centre Pompidou,1726108570780522,Shivali Patel,2018-03-18 23:35:33.357+00,The Centre Pompidou,Place Georges-Pompidou, Paris,Paris,France,Île-de-France
🥂,Over the Bridge Café,1864493876898160,Matea Zaper,2018-03-18 20:02:46.525+00,Over the Bridge Café,814 East Atlantic Avenue, Delray Beach,Delray Beach,United States,Florida
👢,Piccadilly Liquors,1760092214030588,Laurece Omar Vazquez,2018-05-05 05:17:38.792+00,Piccadilly Liquors,601 South 1st Street #101, Champaign,Champaign,United States,Illinois
🛫,San Francisco International Airport,106173579224565293482,Kala Shivaramaiah,2019-07-08 14:25:24.466+00,San Francisco International Airport,San Francisco,San Francisco,United States,California
🍆,Paesano Pizza,106173579224565293482,Kala Shivaramaiah,2019-03-10 04:10:59.322+00,Paesano Pizza,94 Miller Street, Glasgow,,United Kingdom,Scotland
🍕,Terra Fresca Restaurant,K1h9GOceX3Pj7vF9tgP7FIGR9903,Eric Paulos,2018-06-07 00:28:34.484+00,Terra Fresca Restaurant,2 College Nine Road, Santa Cruz,Santa Cruz,United States,California
🛄,Campus Circle Apartments,10212391291791338,Jinda Han,2018-08-27 04:10:21.749+00,Campus Circle Apartments,1010 West University Avenue, Urbana,Urbana,United States,Illinois
🥞,Nammoora Thindi,1425689854196183,Sunaya Kumar,2018-06-03 17:39:02.695+00,Nammoora Thindi,Naagarabaavi 80feet Main Road, NGEF Layout, Stage 2, Nagarbhavi, Bengaluru,Bengaluru,India,Karnataka
🛢,Golden Harbor Authentic Chinese Cuisine,10155200088205955,Ranjitha Kumar,2018-04-14 02:47:17.19+00,Golden Harbor Authentic Chinese Cuisine,505 South Neil Street, Champaign,Champaign,United States,Illinois
🧀,Esquire Lounge Inc,849156475252964,Alyssa Chen,2018-04-12 06:46:26.29+00,Esquire Lounge Inc,106 North Walnut Street, Champaign,Champaign,United States,IL
🍝,Oggi Trattoria,105856798281199967470,Sujay Khandekar,2018-04-22 01:34:19.531+00,Oggi Trattoria,1118 West Grand Avenue, Chicago,Chicago,United States,Illinois
🥑,Bonchon Chicken,10215323205660534,Austin Sun,2018-01-13 22:37:37.18+00,Bonchon Chicken,1375 Blossom Hill Road #66, San Jose,San Jose,United States,California
😮,Thomas M. Siebel Center for Computer Science,10155963998008817,Deniz Arsan,2018-03-09 17:48:49.776+00,Thomas M. Siebel Center for Computer Science,201 North Goodwin Avenue, Urbana,Urbana,United States,Illinois
🍲,H Mart,1748667878486854,Ingrid Pan,2018-04-13 00:36:36.048+00,H Mart,2828 Broadway, New York,New York,United States,NY
👍,Lai Lai Wok,10211259225139252,Mateusz Cikowski,2017-11-30 08:23:41.566+00,Lai Lai Wok,402 East Green Street, Champaign,Champaign,United States,Illinois
😊,Basil Thai At Urbana,10211600646665511,Kristina Kim,2017-12-01 04:03:44.069+00,Basil Thai At Urbana,701 S Gregory St # B, Urbana,Urbana,United States,Illinois
😍,Eilean Donan Castle,10155200088205955,Ranjitha Kumar,2019-05-09 15:41:56.685+00,Eilean Donan Castle,Dornie, Kyle of Lochalsh,,United Kingdom,Scotland
🤑,Nabuki,1659104244102907,Dayana Edat,2017-10-31 23:24:06.884+00,Nabuki,18 East 1st Street, Hinsdale,Hinsdale,United States,Illinois
🍜,Dough Zone™ Dumpling House,IVxTrnRwMxWyhshYhy7iKvbdYmm2,Sunaya Shivakumar,2018-10-14 02:08:51.692+00,Dough Zone™ Dumpling House,504 5th Avenue South #109, Seattle,Seattle,United States,Washington
🤖,Palais des Congrès in Montreal,AVUCyFwgdobgH1nTqHPZWNCivmY2,Pratik Nalawade,2018-04-24 16:11:19.461+00,Palais des Congrès in Montreal,1001 Jean Paul Riopelle Pl, Montreal, QC H2Z 1H5 Place Jean-Paul-Riopelle, Montréal,Montréal,Canada,Québec
🥪,Thomas M. Siebel Center for Computer Science,110478412661569610356,cynthia coleman,2018-05-08 17:38:12.486+00,Thomas M. Siebel Center for Computer Science,201 North Goodwin Avenue, Urbana,Urbana,United States,Illinois
🙌,Bien Chido- Authentic Mexican Taqueria,1862385467106791,Jonathan Martinez,2017-12-22 18:43:05.942+00,Bien Chido- Authentic Mexican Taqueria,6967 West Broward Boulevard, Plantation,Plantation,United States,Florida
🐷,Zheng Cafe,IVxTrnRwMxWyhshYhy7iKvbdYmm2,Sunaya Shivakumar,2018-10-11 16:23:16.893+00,Zheng Cafe,230 6th Avenue North, Seattle,Seattle,United States,Washington
🍻,Sal's Trattoria,10214937150932242,Justin Kolpak,2018-01-20 04:35:42.836+00,Sal's Trattoria,2834 North Southport Avenue, Chicago,Chicago,United States,Illinois
🐑,Xi'an Famous Foods,105856798281199967470,Sujay Khandekar,2018-07-17 01:53:40.6+00,Xi'an Famous Foods,81 Saint Marks Place, New York,New YorkUnited States,New York
😄,Sean's Bar And Kitchen,10155279177545749,Evan Hughes,2017-12-16 21:20:55.322+00,Sean's Bar And Kitchen,42 West 48th Street, New York,New YorkUnited States,New York
😃,Latea Bubble Tea Lounge,1519806824731644,Nishant Maniam,2017-12-03 02:23:09.17+00,Latea Bubble Tea Lounge,601 South 6th Street #105, Champaign,Champaign,United States,Illinois
📚,Azusa Pacific University,1696995083646520,Kelsey Stoecker,2017-12-01 04:34:20.391+00,Azusa Pacific University,901 East Alosta Avenue, Azusa,Azusa,United States,California
🍅,Barcelona Cooking,801725610001395,Swati Khandekar,2017-11-21 13:06:45.912+00,Barcelona Cooking,La Rambla, 58, Barcelona,Barcelona,Spain,Catalunya
🏝,Bahama Breeze,149333212339665,Mary Barone,2018-04-23 18:22:53.798+00,Bahama Breeze,2750 Sawgrass Mills Circle, Sunrise,Sunrise,United States,Florida
👍,The Grey Barn and Farm,10155200088205955,Ranjitha Kumar,2018-08-26 13:35:16.478+00,The Grey Barn and Farm,2329, 22 S Rd, Chilmark,Chilmark,United States,Massachusetts
🍛,Ambar India Restaurant,10212886863311893,Sujay Khandekar,2017-11-13 18:04:53.341+00,Ambar India Restaurant,605 South Wright Street, Champaign,Champaign,United States,Illinois
🎅,Pittsburgh Symphony Orchestra,imKur6dQMxYb8x5zU0gyJcoLIkw1,Jeffrey Bigham,2018-12-16 20:49:18.022+00,Pittsburgh Symphony Orchestra,600 Penn Avenue, Pittsburgh,Pittsburgh,United States,Pennsylvania
💨,Smokey Bones Bar & Fire Grill,10102728676322882,Heather Frantz Zike,2018-04-14 23:46:05.47+00,Smokey Bones Bar & Fire Grill,1203 Apple Glen Boulevard, Fort Wayne,Fort Wayne,United States,IN
😋,JOE & THE JUICE,1659104244102907,Dayana Edat,2018-05-05 22:54:17.308+00,JOE & THE JUICE,67 Wall St, New York,New YorkUnited States,New York
🆗,Whole Foods Market,10155200088205955,Ranjitha Kumar,2019-05-17 20:21:56.925+00,Whole Foods Market,1250 Jefferson Avenue, Redwood City,Redwood City,United States,California
🥓,Brunch,1660353924016921,Olivia Gatti,2017-11-20 17:37:02.999+00,Brunch,644 North Orleans Street, Chicago,Chicago,United States,Illinois
🎂,Hyatt Place Champaign/Urbana,10155200088205955,Ranjitha Kumar,2018-01-30 22:07:28.351+00,Hyatt Place Champaign/Urbana,217 North Neil Street, Champaign,Champaign,United States,Illinois
💵,Starbucks,1425689854196183,Sunaya Kumar,2017-12-19 04:17:21.484+00,Starbucks,1124 Pike Street, Seattle,Seattle,United States,Washington
🍰,Caffe Moon,904147553087729,Charis Ryu,2018-05-26 08:09:04.507+00,Caffe Moon,53-29 Daehyeon-dong, Seodaemun-gu,Seoul,South Korea,
🎶,Revival Food Hall,10155200088205955,Ranjitha Kumar,2018-12-13 19:42:09.616+00,Revival Food Hall,125 South Clark Street, Chicago,Chicago,United States,Illinois
😋,Neighbor Bakehouse,106173579224565293482,Kala Shivaramaiah,2019-06-01 18:27:58.44+00,Neighbor Bakehouse,2343 3rd Street #100, San Francisco,San Francisco,United States,California
😱,Washington Union Station,108032751776815363988,Jerry Talton,2018-05-14 23:32:25.136+00,Washington Union Station,United States,Washington,United States,District of Columbia
🍟,Big Grove Tavern,10155200088205955,Ranjitha Kumar,2019-04-20 16:52:37.796+00,Big Grove Tavern,1 East Main Street, Champaign,Champaign,United States,Illinois
😍,Nagarabhavi Village,105541935333594264230,usha shree,2019-02-15 17:08:58.823+00,Nagarabhavi Village,VKRV Rao Road, Teachers Colony, Chandra Layout Extension, Bengaluru,Bengaluru,India,Karnataka
🎀,EnterpriseWorks,110478412661569610356,cynthia coleman,2018-04-12 17:39:19.873+00,EnterpriseWorks,Champaign,Champaign,United States,Illinois
📝,Natural History Building,10215323205660534,Austin Sun,2018-11-13 16:33:27.792+00,Natural History Building,1301 West Green Street, Urbana,Urbana,United States,Illinois
🥇,Rasika,10155200088205955,Ranjitha Kumar,2018-02-23 07:07:26.218+00,Rasika,633 D St NW, Washington,Washington,United States,District of Columbia
🔭,Teton National Forest,Ybwj1wTN0rVKBHTbr4YbiK0JMyc2,Sampath Kumar,2019-08-21 01:40:26.627+00,Teton National Forest,,Jackson,United States,Wyoming
🔋,Activities and Recreation Center,10212391291791338,Jinda Han,2018-10-30 00:53:23.536+00,Activities and Recreation Center,201 East Peabody Drive, Champaign,Champaign,United States,Illinois
😚,Helsinki,ZFCY95SgTnNC9OiLfaPv2KSIhgB2,Matti Nelimarkka,2018-10-25 11:45:25.47+00,Helsinki,Helsinki,Helsingfors,Finland,
😋,Tutto Bello,1726108570780522,Shivali Patel,2018-05-30 18:13:00.488+00,Tutto Bello,113 59, Tegnérlunden 4, Stockholm,Stockholm,Sweden,Stockholms län
💪,University of Illinois Campus Recreation,1801894893156332,Thomas Liu,2017-11-14 03:58:21.553+00,University of Illinois Campus Recreation,201 East Peabody Drive, Champaign,Champaign,United States,Illinois
😍,Molly's Cupcakes,1660353924016921,Olivia Gatti,2018-03-01 16:02:28.972+00,Molly's Cupcakes,2536 N Clark St, Chicago,Chicago,United States,Illinois
🍑,Kusmi Tea,106173579224565293482,Kala Shivaramaiah,2018-10-21 07:58:52.12+00,Kusmi Tea,71 Avenue des Champs-Élysées, Paris,Paris,France,Île-de-France
